x,y,z,t
-4677585.868936,2376781.965131,4869071.507655,59573.872000
-4923141.060618,2019213.005496,4767978.253574,59633.869000
-5149347.534672,1653712.239463,4648112.167704,59693.868000
-5355199.555644,1281677.214849,4509838.773890,59753.867000
-5539758.250459,904547.212610,4353599.298499,59813.864000
-5702156.821608,523798.798595,4179910.841913,59873.864000
-5841605.739302,140940.989876,3989366.247618,59933.861000
-5957397.874764,-242489.974915,3782633.636663,59993.861000
-6048913.530918,-624936.267260,3560455.574760,60053.859000
-6115625.321121,-1004824.502725,3323647.839651,60113.858000
-6157102.841338,-1380572.170807,3073097.757657,60173.857000
-6173017.076764,-1750594.446678,2809762.080666,60233.856000
-6163144.480420,-2113311.362736,2534664.378190,60293.856000
-6127370.658901,-2467155.309533,2248891.923439,60353.854000
-6065693.599213,-2810578.827166,1953592.057528,60413.853000
-5978226.370408,-3142062.639897,1649968.021863,60473.853000
-5865199.234563,-3460123.878466,1339274.255400,60533.850000
-5726961.103571,-3763324.426387,1022811.160985,60593.850000
-5563980.281427,-4050279.318449,701919.353320,60653.849000
-5376844.436646,-4319665.111944,377973.410493,60713.847000
-5166259.756422,-4570228.144214,52375.161166,60773.847000
-4933049.243486,-4800792.584553,-273453.449760,60833.845000
-4678150.128249,-5010268.185026,-598077.863538,60893.845000
-4402610.382380,-5197657.633902,-920058.714709,60953.842000
-4107584.334689,-5362063.417276,-1237959.871296,61013.840000
-3794327.405156,-5502694.099025,-1550356.629924,61073.839000
-3464189.987462,-5618869.935874,-1855843.983388,61133.837000
-3118610.523827,-5710027.752445,-2153044.875663,61193.837000
-2759107.828333,-5775725.010275,-2440618.358254,61253.835000
-2387272.726398,-5815643.014636,-2717267.561735,61313.833000
-2004759.088846,-5829589.213895,-2981747.397206,61373.832000
-1613274.349207,-5817498.558320,-3232871.904384,61433.830000
-1214569.601986,-5779433.898989,-3469521.166594,61493.829000
-810429.387120,-5715585.422555,-3690647.718566,61553.827000
-402661.270767,-5626269.133451,-3895282.380770,61613.824000
6914.665439,-5511924.410650,-4082539.464007,61673.824000
416476.315808,-5373110.680303,-4251621.299429,61733.813000
824209.890787,-5210503.251054,-4401822.058486,61793.809000
1228311.789254,-5024886.214805,-4532529.904028,61853.809000
1627007.857300,-4817149.273320,-4643230.393849,61913.807000
2018568.874714,-4588283.058880,-4733508.755610,61973.806000
2401312.267844,-4339370.454296,-4803049.942417,62033.806000
2773610.459618,-4071579.354700,-4851638.808477,62093.804000
3133898.615580,-3786155.067603,-4879159.613910,62153.803000
3480681.743275,-3484412.436550,-4885594.894578,62213.801000
3812541.114516,-3167727.772115,-4871023.738194,62273.798000
4128139.990881,-2837530.670565,-4835619.512012,62333.798000
4426228.642613,-2495295.795871,-4779647.090308,62393.796000
4705648.659611,-2142534.695407,-4703459.631900,62453.795000
4965336.560715,-1780787.714032,-4607494.959442,62513.793000
5204326.714259,-1411616.065517,-4492271.593383,62573.791000
5421753.589405,-1036594.114406,-4358384.494264,62633.790000
5616853.364264,-657301.915121,-4206500.567228,62693.788000
5788964.923123,-275318.048216,-4037353.981794,62753.788000
5937530.280836,107787.213894,-3851741.357808,62813.786000
6062094.476973,490458.387408,-3650516.864947,62873.784000
6162304.985145,871160.887482,-3434587.278227,62933.783000
6237910.683769,1248386.759431,-3204907.026387,62993.781000
6288760.433507,1620660.028007,-2962473.264103,63053.781000
6314801.304206,1986541.666705,-2708320.993634,63113.778000
6316076.490933,2344634.192346,-2443518.256985,63173.777000
6292722.955444,2693585.892384,-2169161.416271,63233.776000
6244968.826570,3032094.693771,-1886370.537540,63293.775000
6173130.590810,3358911.683428,-1596284.891575,63353.774000
6077610.102891,3672844.291705,-1300058.583720,63413.773000
5958891.444917,3972759.151735,-998856.323149,63473.772000
5817537.661615,4257584.649486,-693849.340068,63533.771000
5654187.397811,4526313.181142,-386211.456884,63593.769000
5469551.462404,4778003.136145,-77115.316643,63653.768000
5264409.340634,5011780.625403,232271.230833,63713.748000
5039605.824048,5226840.935309,540788.570356,63773.746000
4796056.686463,5422447.396274,847287.583149,63833.745000
4534732.131821,5597935.911912,1150634.297544,63893.743000
4256651.004679,5752716.469326,1449713.180446,63953.741000
3962883.117458,5886272.329755,1743429.372756,64013.740000
3654545.721951,5998160.609007,2030711.469831,64073.738000
3332800.002167,6088012.724231,2310514.189084,64133.738000
2998847.589113,6155534.720319,2581820.934366,64193.736000
2653927.096279,6200507.487812,2843646.266759,64253.735000
2299310.672812,6222786.882796,3095038.291356,64313.734000
1936300.569670,6222303.757729,3335080.969490,64373.732000
1566225.712473,6199063.910494,3562896.365601,64433.732000
1190438.273261,6153147.957125,3777646.837583,64493.730000
810310.232054,6084711.131646,3978537.178853,64553.728000
427229.918012,5993983.014353,4164816.719599,64613.727000
42598.519156,5881267.187622,4335781.393674,64673.726000
-342173.450958,5746940.816142,4490775.776407,64733.725000
-725669.741468,5591454.146206,4629195.097201,64793.723000
-1106472.019166,5415329.916632,4750487.229321,64853.721000
-1483163.601714,5219162.671798,4854154.657632,64913.720000
-1854333.280089,5003617.965443,4939756.423373,64973.718000
-2218579.240473,4769431.442068,5006910.043311,65033.718000
-2574513.094881,4517407.781179,5055293.398859,65093.714000
-2920764.028734,4248419.488039,5084646.588857,65153.713000
-3255983.072412,3963405.513126,5094773.737845,65213.712000
-3578847.502449,3663369.681019,5085544.749494,65273.710000
-3888065.376435,3349378.907963,5056896.992609,65333.710000
-4182380.203792,3022561.185909,5008836.904484,65393.709000
-4460575.752058,2684103.309423,4941441.493495,65453.708000
-4721480.985228,2335248.320766,4854859.719659,65513.707000
-4963975.126674,1977292.647703,4749313.728556,65573.706000
-5186992.834426,1611582.908639,4625099.910776,65633.706000
-5389529.471003,1239512.360524,4482589.756101,65693.703000
-5570646.444015,862516.966919,4322230.469284,65753.700000
-5729476.587504,482071.066480,4144545.312645,65813.700000
-5865229.548006,99682.626013,3950133.639938,65873.696000
-5977197.133650,-283111.933312,3739670.585842,65933.695000
-6064758.579461,-664753.342973,3513906.375918,65993.693000
-6127385.677274,-1043665.528364,3273665.222704,66053.692000
-6164647.713956,-1418262.079500,3019843.774627,66113.692000
-6176216.157006,-1786953.139798,2753409.085835,66173.691000
-6161869.021779,-2148152.693932,2475396.077104,66233.690000
-6121494.850083,-2500286.226901,2186904.461184,66293.688000
-6055096.226183,-2841798.716352,1889095.110875,66353.685000
-5962792.754152,-3171162.909243,1583185.854931,66413.685000
-5844823.420618,-3486887.822937,1270446.695540,66473.683000
-5701548.269679,-3787527.400499,952194.451156,66533.682000
-5533449.321925,-4071689.241000,629786.839052,66593.680000
-5341130.676589,-4338043.318259,304616.022549,66653.679000
-5125317.744399,-4585330.595470,-21898.341969,66713.678000
-4886855.568227,-4812371.438175,-348316.513367,66773.676000
-4626706.199472,-5018073.723840,-673186.474609,66833.676000
-4345945.110588,-5201440.543192,-995052.077198,66893.674000
-4045756.638992,-5361577.387371,-1312461.445721,66953.672000
-3727428.474617,-5497698.717047,-1623975.557005,67013.672000
-3392345.221999,-5609133.815904,-1928176.900000,67073.670000
-3041981.086364,-5695331.841332,-2223678.117154,67133.669000
-2677891.750092,-5755865.998887,-2509130.526336,67193.667000
-2301705.519850,-5790436.782200,-2783232.424293,67253.665000
-1915113.835486,-5798874.234887,-3044737.077089,67313.665000
-1519861.240234,-5781139.204590,-3292460.308731,67373.663000
-1117734.919191,-5737323.571879,-3525287.605229,67433.662000
-710553.920241,-5667649.449715,-3742180.657553,67493.661000
-300158.178403,-5572467.363880,-3942183.274115,67553.659000
111602.530540,-5452253.441831,-4124426.602576,67613.658000
522879.580202,-5307605.655965,-4288133.612603,67673.646000
931834.819126,-5139238.796601,-4432622.636954,67733.645000
1336642.506247,-4947976.775473,-4557309.306406,67793.643000
1735518.610028,-4734751.442783,-4661710.804155,67853.642000
2126723.868058,-4500594.067122,-4745446.420814,67913.640000
2508570.355567,-4246627.369338,-4808237.812959,67973.640000
2879429.927635,-3974057.779406,-4849908.805339,68033.638000
3237741.989884,-3684167.355044,-4870384.488527,68093.636000
3582020.554770,-3378305.452401,-4869689.653509,68153.636000
3910860.550694,-3057880.238771,-4847946.611857,68213.634000
4222943.363489,-2724350.135724,-4805372.456848,68273.633000
4517041.603615,-2379215.276966,-4742275.825947,68333.630000
4792023.106202,-2024009.058200,-4659053.227623,68393.628000
5046854.182913,-1660289.846892,-4556184.994936,68453.628000
5280602.153109,-1289632.909632,-4434230.925568,68513.626000
5492437.186821,-913622.605247,-4293825.663989,68573.626000
5681633.494512,-533844.884139,-4135673.877728,68633.624000
5847569.900028,-151880.128423,-3960545.277152,68693.622000
5989729.835097,230703.637326,-3769269.526802,68753.621000
6107700.796869,612357.139778,-3562731.095553,68813.619000
6201173.314219,991555.835977,-3341864.091635,68873.618000
6269939.472785,1366805.466290,-3107647.125760,68933.617000
6313891.051672,1736647.177964,-2861098.240871,68993.615000
6333017.325407,2099662.224591,-2603269.940404,69053.614000
6327402.582538,2454476.254084,-2335244.339364,69113.612000
6297223.407672,2799763.203008,-2058128.454962,69173.612000
6242745.767610,3134248.817826,-1773049.647178,69233.610000
6164321.935865,3456713.824032,-1481151.214993,69293.608000
6062387.284318,3765996.763136,-1183588.151455,69353.608000
5937456.966769,4060996.515778,-881523.059669,69413.606000
5790122.516742,4340674.528035,-576122.231719,69473.605000
5621048.380857,4604056.757608,-268551.892493,69533.604000
5430968.408514,4850235.357302,40025.390143,69593.601000
5220682.317967,5078370.114669,348454.128708,69653.586000
4991053.822634,5287689.234089,655588.987142,69713.584000
4743015.375830,5477488.205228,960296.945605,69773.582000
4477545.392564,5647135.708895,1261462.441629,69833.582000
4195671.809335,5796072.458357,1557989.384306,69893.580000
3898470.907512,5923811.130364,1848803.574718,69953.579000
3587063.902628,6029936.767936,2132855.262497,70013.577000
3262613.574728,6114107.077014,2409121.594374,70073.575000
2926320.936238,6176052.629903,2676608.967233,70133.575000
2579421.932292,6215576.985900,2934355.297323,70193.573000
2223184.167490,6232556.737427,3181432.216330,70253.572000
1858903.652353,6226941.488407,3416947.204145,70313.570000
1487901.562136,6198753.770356,3640045.667580,70373.568000
1111520.999806,6148088.900584,3849912.973832,70433.568000
731123.753968,6075114.785719,4045776.447238,70493.566000
348087.041212,5980071.672349,4226907.337520,70553.565000
-36199.778993,5863271.844797,4392622.767204,70613.564000
-420338.530083,5725099.267903,4542287.665144,70673.562000
-802925.599197,5566009.170201,4675316.691855,70733.561000
-1182555.388052,5386527.560183,4791176.160865,70793.560000
-1557823.849273,5187250.665537,4889385.958374,70853.559000
-1927332.123309,4968844.282477,4969521.461306,70913.557000
-2289690.290303,4732043.019624,5031215.451450,70973.555000
-2643521.249993,4477649.418488,5074160.020791,71033.555000
-2987464.740964,4206532.930500,5098108.460542,71093.553000
-3320181.508387,3919628.728813,5102877.123734,71153.552000
-3640357.626910,3617936.331742,5088347.248713,71213.550000
-3946708.982684,3302518.013801,5054466.728422,71273.549000
-4237985.915759,2974496.979630,5001251.808047,71333.548000
-4512978.021286,2635055.275698,4928788.691341,71393.546000
-4770519.105147,2285431.414309,4837235.033620,71453.545000
-5009492.286599,1926917.684056,4726821.296981,71513.543000
-5228835.237074,1560857.120455,4597851.940468,71573.541000
-5427545.540005,1188640.110245,4450706.414861,71633.541000
-5604686.151296,811700.603045,4285839.928386,71693.539000
-5759390.933539,431511.905152,4103783.946394,71753.538000
-5890870.229539,49582.032810,3905146.385227,71813.537000
-5998416.432545,-332551.393582,3690611.458611,71873.535000
-6081409.502433,-713326.726867,3460939.134325,71933.535000
-6139322.369680,-1091164.347307,3216964.159816,71993.533000
-6171726.162878,-1464473.190301,2959594.617611,72053.532000
-6178295.190848,-1831657.735679,2689809.974538,72113.530000
-6158811.606905,-2191125.437821,2408658.592448,72173.529000
-6113169.679904,-2541294.567076,2117254.672019,72233.528000
-6041379.593851,-2880602.423774,1816774.605594,72293.526000
-5943570.695002,-3207513.875934,1508452.720387,72353.526000
-5819994.103110,-3520530.160212,1193576.400655,72413.519000
-5671024.603053,-3818197.872938,873480.587390,72473.517000
-5497161.735891,-4099118.065217,549541.666698,72533.516000
-5299030.015535,-4361955.344626,223170.772610,72593.515000
-5077378.208568,-4605446.877467,-104193.454895,72653.514000
-4833077.629294,-4828411.180818,-431092.602249,72713.512000
-4567119.417961,-5029756.592232,-756056.639488,72773.510000
-4280610.785545,-5208489.305825,-1077612.428341,72833.510000
-3974770.223052,-5363720.864834,-1394292.500399,72893.508000
-3650921.687632,-5494675.001937,-1704644.017726,72953.507000
-3310487.793754,-5600693.720347,-2007237.820236,73013.506000
-2954982.056759,-5681242.513255,-2300677.455200,73073.504000
-2586000.258217,-5735914.629212,-2583608.076239,73133.503000
-2205211.025573,-5764434.308238,-2854725.095022,73193.502000
-1814345.738881,-5766658.936886,-3112782.470940,73253.501000
-1415187.891229,-5742580.097074,-3356600.533016,73313.499000
-1009562.035090,-5692323.508425,-3585073.242457,73373.498000
-599322.445195,-5616147.883255,-3797174.820234,73433.497000
-186341.623410,-5514442.725891,-3991965.678287,73493.494000
227501.233449,-5387725.115439,-4168597.603616,73553.490000
640331.683029,-5236635.517603,-4326318.152043,73613.476000
1050285.501258,-5061931.174319,-4464473.561876,73673.476000
1455521.580874,-4864480.644771,-4582511.669371,73733.474000
1854245.673675,-4645260.514745,-4679985.214716,73793.473000
2244710.996017,-4405345.604184,-4756551.759203,73853.471000
2625227.281838,-4145901.019695,-4811973.803485,73913.470000
2994169.269466,-3868173.840195,-4846118.138023,73973.469000
3349984.413393,-3573484.509208,-4858954.462423,74033.467000
3691199.795369,-3263218.039570,-4850553.334247,74093.466000
4016428.223046,-2938815.124439,-4821083.508740,74153.465000
4324373.512757,-2601763.238565,-4770808.729847,74213.464000
4613834.958430,-2253587.807115,-4700084.032352,74273.464000
4883710.994274,-1895843.515428,-4609351.616338,74333.463000
5133002.066691,-1530105.829577,-4499136.358021,74393.463000
5360812.741217,-1157962.792355,-4370041.023817,74453.461000
5566353.081719,-781007.150805,-4222741.255448,74513.459000
5748939.349166,-400828.860176,-4057980.391676,74573.458000
5907994.074212,-19007.996487,-3876564.186946,74633.456000
6043045.560491,362891.902012,-3679355.479683,74693.456000
6153726.874601,743330.053692,-3467268.854984,74753.454000
6239774.375623,1120794.208345,-3241265.339383,74813.453000
6301025.833559,1493805.977348,-3002347.160113,74873.452000
6337418.183640,1860925.720896,-2751552.597914,74933.450000
6348984.962662,2220756.996352,-2489950.960143,74993.450000
6335853.473850,2571950.575000,-2218637.698827,75053.448000
6298241.727372,2913208.039123,-1938729.695337,75113.446000
6236455.203306,3243284.976903,-1651360.729155,75173.446000
6150883.481726,3560993.798143,-1357677.142882,75233.444000
6041996.780400,3865206.198435,-1058833.709632,75293.443000
5910342.434734,4154855.302064,-755989.703218,75353.442000
5756541.347764,4428937.514579,-450305.166711,75413.440000
5581284.431310,4686514.114498,-142937.371601,75473.439000
5385329.053637,4926712.610903,164962.542006,75533.433000
5169495.504712,5148727.890301,472252.754170,75593.424000
4934668.664297,5351821.829198,777803.209455,75653.423000
4681794.261628,5535324.172467,1080498.527545,75713.421000
4411860.703271,5698637.019532,1379242.403435,75773.418000
4125905.186975,5841232.829172,1672959.134389,75833.415000
3825010.625952,5962654.692916,1960596.056444,75893.413000
3510302.348242,6062516.573121,2241125.893018,75953.412000
3182944.855760,6140503.449655,2513548.995820,76013.410000
2844138.641587,6196371.391938,2776895.491618,76073.410000
2495117.060527,6229947.571357,3030227.349275,76133.408000
2137143.244615,6241130.226596,3272640.381753,76193.406000
1771507.052341,6229888.591252,3503266.197218,76253.405000
1399522.038294,6196262.789702,3721274.112225,76313.403000
1022522.428713,6140363.703828,3925873.038282,76373.403000
641860.088084,6062372.810208,4116313.351203,76433.401000
258901.462153,5962541.984947,4291888.750780,76493.399000
-124975.516670,5841193.271459,4451938.116680,76553.398000
-508384.574916,5698718.605157,4595847.365096,76613.397000
-889934.307733,5535579.487944,4723051.309710,76673.396000
-1268231.465623,5352306.604366,4833035.529687,76733.395000
-1641884.331695,5149499.370021,4925338.246670,76793.393000
-2009506.203530,4927825.401111,4999552.211764,76853.392000
-2369718.994468,4688019.891813,5055326.602153,76913.391000
-2721156.969643,4430884.883348,5092368.925077,76973.390000
-3062470.631948,4157288.405510,5110446.924386,77033.389000
-3392330.772249,3868163.468110,5109390.481803,77093.387000
-3709432.696242,3564506.876655,5089093.501442,77153.387000
-4012500.637473,3247377.843890,5049515.762335,77213.385000
-4300292.362249,2917896.366819,4990684.719884,77273.384000
-4571603.967688,2577241.337666,4912697.233450,77333.383000
-4825274.869287,2226648.356897,4815721.193996,77393.381000
-5060192.969333,1867407.216879,4699997.022717,77453.381000
-5275299.992495,1500859.025735,4565839.008973,77513.379000
-5469596.969916,1128392.942390,4413636.453479,77573.378000
-5642149.848078,751442.495429,4243854.580370,77633.377000
-5792095.193274,371481.460344,4057035.179430,77693.375000
-5918645.956493,-9980.727824,3853796.937499,77753.374000
-6021097.256615,-391404.046290,3634835.415864,77813.372000
-6098832.132129,-771223.456187,3400922.628863,77873.372000
-6151327.203268,-1147854.983591,3152906.178199,77933.370000
-6178158.178123,-1519702.311760,2891707.898109,77993.368000
-6179005.128545,-1885163.877201,2618321.968737,78053.368000
-6153657.455118,-2242640.451668,2333812.458933,78113.366000
-6102018.455526,-2590543.180910,2039310.264972,78173.365000
-6024109.407382,-2927302.039313,1736009.418093,78233.364000
-5920073.074725,-3251374.647800,1425162.741097,78293.362000
-5790176.546780,-3561255.390257,1108076.842426,78353.361000
-5634813.318178,-3855484.751171,786106.445692,78413.359000
-5454504.522207,-4132658.783973,460648.063992,78473.359000
-5249899.233971,-4391438.606109,133133.042092,78533.357000
-5021773.769793,-4630559.804396,-194979.994406,78593.355000
-4771029.923688,-4848841.624372,-522213.226327,78653.355000
-4498692.101077,-5045195.812137,-847078.190901,78713.353000
-4205903.332572,-5218634.977713,-1168084.706024,78773.353000
-3893920.173918,-5368280.355193,-1483750.069785,78833.351000
-3564106.519340,-5493368.845147,-1792608.430316,78893.350000
-3217926.372844,-5593259.236328,-2093220.218811,78953.350000
-2856935.635649,-5667437.514283,-2384181.537822,79013.349000
-2482772.980092,-5715521.172929,-2664133.395517,79073.348000
-2097149.894089,-5737262.453037,-2931770.673297,79133.346000
-1701839.997836,-5732550.441645,-3185850.710015,79193.345000
-1298667.755725,-5701411.982442,-3425201.383882,79253.345000
-889496.728379,-5644011.370805,-3648728.576619,79313.342000
-476217.527199,-5560648.837503,-3855422.916108,79373.340000
-60735.641966,-5451757.857843,-4044365.713771,79433.335000
355040.691618,-5317901.352694,-4214734.038250,79493.318000
769211.636435,-5159766.662935,-4365804.803610,79553.316000
1179887.849074,-4978157.334728,-4496956.963341,79613.314000
1585219.484784,-4773991.140961,-4607675.844316,79673.313000
1983403.001936,-4548291.782958,-4697554.157971,79733.312000
2372687.515117,-4302180.037631,-4766292.171623,79793.312000
2751384.083474,-4036865.336879,-4813697.442257,79853.310000
3117874.221078,-3753636.942700,-4839683.735541,79913.308000
3470617.566846,-3453854.833069,-4844269.174722,79973.307000
3808158.667794,-3138940.418437,-4827573.678820,80033.305000
4129132.850804,-2810367.207288,-4789815.763105,80093.305000
4432271.181125,-2469651.530595,-4731308.784032,80153.303000
4716404.526530,-2118343.420486,-4652456.713748,80213.301000
4980466.761253,-1758017.721305,-4553749.526361,80273.301000
5223497.152519,-1390265.495047,-4435758.271411,80333.298000
5444641.975891,-1016685.770315,-4299129.902177,80393.298000
5643155.406226,-638877.675252,-4144581.919927,80453.295000
5818399.731594,-258432.989192,-3972896.891019,80513.291000
5969844.939588,123070.856894,-3784916.891566,80573.290000
6097067.729480,504077.306694,-3581537.932913,80633.286000
6199750.008488,883056.714689,-3363704.418843,80693.285000
6277676.934418,1258511.884707,-3132403.681183,80753.282000
6330734.568630,1628983.113674,-2888660.634095,80813.280000
6358907.201758,1993052.752794,-2633532.579299,80873.279000
6362274.410271,2349349.305690,-2368104.186063,80933.278000
6341007.895614,2696551.087493,-2093482.662146,80993.277000
6295368.150827,3033389.470630,-1810793.125755,81053.275000
6225700.993367,3358651.742830,-1521174.184557,81113.273000
6132433.998241,3671183.601810,-1225773.725205,81173.273000
6016072.862506,3969891.310280,-925744.915457,81233.271000
5877197.730367,4253743.534878,-622242.419594,81293.271000
5716459.506649,4521772.893760,-316418.826218,81353.269000
5534576.184577,4773077.239270,-9421.284994,81413.265000
5332329.210900,5006820.703978,297611.654189,81473.248000
5110560.213572,5222234.460342,603552.975256,81533.245000
4870177.052548,5418614.915204,907288.914271,81593.244000
4612135.426240,5595328.128924,1207723.272075,81653.242000
4337435.520271,5751810.214533,1503779.900887,81713.240000
4047123.796953,5887566.293486,1794404.486522,81773.239000
3742289.784324,6002170.675671,2078566.782920,81833.237000
3424062.937119,6095266.965809,2355262.744504,81893.236000
3093609.562727,6166568.107814,2623516.569628,81953.233000
2752129.805150,6215856.376689,2882382.666838,82013.231000
2400854.680173,6242983.326425,3130947.554727,82073.230000
2041043.154965,6247869.701979,3368331.705803,82133.228000
1673979.264622,6230505.323259,3593691.345113,82193.227000
1300969.256695,6190948.948654,3806220.214991,82253.226000
923338.752530,6129328.124663,4005151.317976,82313.224000
542429.911601,6045839.026288,4189758.650256,82373.223000
159598.582313,5940746.290089,4359358.937677,82433.221000
-223788.579513,5814382.838231,4513313.385188,82493.221000
-606357.044688,5667149.687947,4651029.448660,82553.219000
-986727.417948,5499515.736884,4771962.635377,82613.217000
-1363518.538526,5312017.511302,4875618.336511,82673.216000
-1735350.692654,5105258.861274,4961553.691863,82733.214000
-2100848.954617,4879910.585043,5029379.484371,82793.213000
-2458646.670927,4636709.963453,5078762.059582,82853.211000
-2807389.100342,4376460.184566,5109425.263438,82913.210000
-3145737.221098,4100029.637898,5121152.390312,82973.209000
-3472371.715864,3808351.056743,5113788.131873,83033.208000
-3785997.144414,3502420.485475,5087240.515818,83093.207000
-4085346.313373,3183296.046473,5041482.821430,83153.205000
-4369184.851262,2852096.478479,4976555.456025,83213.204000
-4636315.994910,2509999.415054,4892567.772672,83273.203000
-4885585.589817,2158239.368901,4789699.805167,83333.201000
-5115887.302095,1798105.385593,4668203.891357,83393.200000
-5326168.033362,1430938.329187,4528406.151077,83453.198000
-5515433.522598,1058127.762557,4370707.780389,83513.196000
-5682754.111128,681108.387135,4195586.119983,83573.195000
-5827270.638739,301356.009934,4003595.452557,83633.193000
-5948200.430990,-79616.989949,3795367.481921,83693.192000
-6044843.329946,-460266.718027,3571611.445171,83753.190000
-6116587.712985,-839023.361133,3333113.808678,83813.189000
-6162916.436566,-1214297.334354,3080737.498571,83873.188000
-6183412.634069,-1584485.980906,2815420.617063,83933.187000
-6177765.288780,-1947980.818732,2538174.597601,83993.187000
-6145774.495256,-2303175.317195,2250081.754764,84053.185000
-6087356.315214,-2648473.174932,1952292.189564,84113.182000
-6002547.128478,-2982297.056066,1646020.017643,84173.182000
-5891507.376293,-3303097.726980,1332538.896981,84233.180000
-5754524.594097,-3609363.520552,1013176.842974,84293.179000
-5592015.633991,-3899630.040105,689310.331769,84353.177000
-5404527.983517,-4172490.002255,362357.706849,84413.175000
-5192740.096534,-4426603.106824,33771.918460,84473.174000
-4957460.663190,-4660705.813212,-294967.359913,84533.172000
-4699626.758890,-4873620.895711,-622362.179520,84593.172000
-4420300.826566,-5064266.644807,-946905.256000,84653.170000
-4120666.463237,-5231665.577304,-1267089.313675,84713.168000
-3802023.001573,-5374952.515821,-1581416.733048,84773.167000
-3465778.900883,-5493381.899023,-1888409.386238,84833.165000
-3113443.989404,-5586334.189973,-2186618.533127,84893.165000
-2746620.629369,-5653321.262642,-2474634.642776,84953.162000
-2366993.905121,-5693990.666411,-2751097.002009,85013.160000
-1976320.958845,-5708128.693875,-3014702.976723,85073.160000
-1576419.615472,-5695662.205299,-3264216.800833,85133.158000
-1169156.447167,-5656659.189979,-3498477.780629,85193.157000
-756434.430101,-5591328.067657,-3716407.815998,85253.156000
-340180.345478,-5500015.751289,-3917018.152267,85313.152000
77667.923509,-5383204.507558,-4099415.286977,85373.144000
495174.045191,-5241507.666575,-4262805.966200,85433.131000
910410.622446,-5075662.941916,-4406500.650383,85493.129000
1321471.240553,-4886526.035595,-4529916.524593,85553.127000
1726497.059567,-4675067.230403,-4632581.161232,85613.126000
2123678.138251,-4442360.909952,-4714132.446867,85673.123000
2511263.251004,-4189576.870927,-4774318.592200,85733.121000
2887569.161644,-3917971.256092,-4812997.278393,85793.120000
3250988.993758,-3628877.164409,-4830133.976160,85853.118000
3599999.667562,-3323695.061784,-4825799.512783,85913.117000
3933168.389721,-3003883.103282,-4800166.961751,85973.115000
4249158.193274,-2670947.467495,-4753507.927784,86033.113000
4546732.532665,-2326432.797064,-4686188.299515,86093.113000
4824758.947281,-1971912.834891,-4598663.544210,86153.111000
5082211.817841,-1608981.340465,-4491473.622712,86213.110000
5318174.253414,-1239243.362698,-4365237.606260,86273.108000
5531839.160763,-864306.933549,-4220648.077497,86333.107000
5722509.559453,-485775.231377,-4058465.394631,86393.107000
