x,y,z,t,firing
-11266682.197014,-4761485.507766,5437317.305887,30104.944000,0
-11258697.420099,-5002673.793350,5226641.919224,30164.942000,0
-11243972.116488,-5240867.009592,5012835.090623,30224.939000,0
-11222510.399333,-5475920.358872,4796022.821656,30284.938000,0
-11194319.915718,-5707690.474445,4576332.874911,30344.934000,0
-11159411.855757,-5936035.479033,4353894.732011,30404.927000,0
-11117800.961510,-6160815.043879,4128839.551094,30464.924000,0
-11069505.535693,-6381890.448310,3901300.123691,30524.918000,0
-11014547.450156,-6599124.639826,3671410.830953,30584.916000,0
-10952952.154095,-6812382.294766,3439307.599172,30644.908000,0
-10884748.681960,-7021529.879564,3205127.854548,30704.904000,0
-10809969.661014,-7226435.712633,2969010.477122,30764.903000,0
-10728651.318513,-7426970.026898,2731095.753853,30824.899000,0
-10640833.488450,-7623005.033001,2491525.330744,30884.897000,0
-10546559.617815,-7814414.983190,2250442.163990,30944.895000,0
-10445876.772322,-8001076.235926,2007990.470069,31004.892000,0
-10338835.641547,-8182867.321207,1764315.674726,31064.891000,0
-10225490.543409,-8359669.006619,1519564.360789,31124.888000,0
-10105899.427943,-8531364.364134,1273884.214759,31184.887000,0
-9980123.880291,-8697838.837651,1027423.972111,31244.883000,0
-9848229.122845,-8858980.311272,780333.361254,31304.880000,0
-9710284.016463,-9014679.178332,532763.046083,31364.879000,0
-9566361.060698,-9164828.411152,284864.567073,31424.876000,0
-9416536.392941,-9309323.631521,36790.280856,31484.875000,0
-9260889.786407,-9448063.181882,-211306.701782,31544.873000,0
-9099504.646881,-9580948.197206,-459272.579528,31604.870000,0
-8932468.008126,-9707882.677535,-706952.925858,31664.869000,0
-8759870.525871,-9828773.561152,-954192.756086,31724.866000,0
-8581806.470279,-9943530.798361,-1200836.596200,31784.866000,0
-8398373.716800,-10052067.425824,-1446728.553537,31844.863000,0
-8209673.735307,-10154299.641422,-1691712.389343,31904.861000,0
-8015811.577421,-10250146.879585,-1935631.593253,31964.860000,0
-7816895.861907,-10339531.887040,-2178329.459755,32024.857000,0
-7613038.758044,-10422380.798916,-2419649.166647,32084.856000,0
-7404355.966856,-10498623.215139,-2659433.855556,32144.854000,0
-7190966.700096,-10568192.277047,-2897526.714524,32204.851000,0
-6972993.656862,-10631024.744150,-3133771.062709,32264.850000,0
-6750562.997740,-10687061.070947,-3368010.437221,32324.848000,0
-6523804.316355,-10736245.483709,-3600088.682102,32384.847000,0
-6292850.608211,-10778526.057139,-3829850.039495,32444.844000,0
-6057838.236700,-10813854.790802,-4057139.242980,32504.841000,0
-5818906.896171,-10842187.685208,-4281801.613111,32564.840000,0
-5576199.571934,-10863484.817449,-4503683.155139,32624.837000,0
-5329862.497078,-10877710.416254,-4722630.658928,32684.837000,0
-5080045.105994,-10884832.936328,-4938491.801040,32744.834000,0
